Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-02-27 00:00:00-05:00,62.987781821625866,63.04847239074412,62.911921504113664,63.02571487426758,4094400,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,63.05759227587413,63.087996825655004,62.806759089488125,62.821964263916016,2476100,0.162,0.0,0.0
2015-03-03 00:00:00-05:00,62.80685136345017,62.86766055235097,62.73084277686589,62.74604797363281,2648100,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,62.78404936738323,62.82965915860055,62.71564337918241,62.74604797363281,1425400,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,62.76116409864026,62.84477517267127,62.707957578718315,62.783966064453125,1340800,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,62.56357340183089,62.56357340183089,62.35074719966155,62.419158935546875,1580000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,62.540740196086965,62.555945373837964,62.46473170456051,62.49513626098633,1982300,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,62.66996109458525,62.745975392323544,62.65476171448363,62.738372802734375,3766100,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,62.73840253019437,62.852418231749375,62.71560054969927,62.80680847167969,4829700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,62.9892079105314,63.00440729107775,62.82198572913704,62.85239028930664,8421500,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,62.79156112670899,62.913173529493385,62.768759163629106,62.791561126708984,2114500,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,62.951222800494996,62.98922996378297,62.83720710971002,62.91321563720703,1203700,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,62.92078858189564,62.966392517089844,62.89038402540744,62.966392517089844,1471300,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,63.03479152888778,63.35403060913085,62.913173327418974,63.35403060913086,5534300,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,63.316050971665504,63.33125035252108,63.12602681604715,63.16402816772461,1208100,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,63.20202278455207,63.33884038142734,63.20202278455207,63.33123779296875,1011200,0.0,0.0,0.0
2015-03-23 00:00:00-04:00,63.36166763305664,63.36927022454915,63.25525454847428,63.36166763305664,1572700,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,63.39968412110866,63.506097221350394,63.33887497837652,63.46809005737305,2300500,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,63.54403960789067,63.54403960789067,63.354015562532695,63.36922073364258,1559900,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,63.27804382091102,63.28564641087732,63.103219046148254,63.16402816772461,2342500,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,63.22482681274415,63.30843789128776,63.186819668287576,63.22482681274414,6542300,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,63.31604746424655,63.33124684426016,63.24763575649359,63.30084228515625,1634800,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,63.31601423290529,63.42242723437986,63.27040451864929,63.36922073364258,1996000,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,63.51476821603211,63.65190000546969,63.499528121431794,63.62142562866211,3132700,0.191,0.0,0.0
2015-04-02 00:00:00-04:00,63.64427795370443,63.651898000764604,63.51476621564596,63.537620544433594,791200,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,63.6900141200745,63.6976341704259,63.530027937067494,63.59097671508789,1768800,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,63.537584354351075,63.64424170287145,63.48425568009089,63.62900161743164,977400,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,63.62903690395908,63.64427699785053,63.49190512089998,63.58332824707031,3470700,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,63.598542622217366,63.598542622217366,63.385222080751724,63.446170806884766,1025400,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,63.49952497227705,63.522379300651046,63.38524751801429,63.41572189331055,4290100,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,63.46144743359116,63.499536050061636,63.38525857586265,63.430973052978516,6046400,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,63.63665580700732,63.68236446307446,63.53761844806429,63.54523849487305,1398100,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,63.651911837083034,63.674766170838616,63.58334302342215,63.606197357177734,1022400,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,63.62145110409809,63.6595397310643,63.522407886716096,63.59097671508789,1289900,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,63.57570763258438,63.735699555052406,63.53761902298135,63.69760513305664,1693900,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,63.65186174559135,63.68233029169183,63.552818627401315,63.62900161743164,2463600,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,63.59857855132777,63.62904711921664,63.50715541048001,63.55286407470703,1788000,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,63.530037813711886,63.53765786524792,63.31672286987305,63.31672286987305,1501300,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,63.377613751724276,63.51474549209967,63.33951934124573,63.43855667114258,5518000,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,63.52238045031326,63.59856929612918,63.48429183979817,63.537620544433594,1597900,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,63.568067322260106,63.568067322260106,63.4461698717906,63.491878509521484,1591400,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,63.438580713694826,63.453820808618474,63.27859459135565,63.2938346862793,1217700,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,63.103407099776106,63.171970125513866,63.019603971165814,63.095787048339844,1905200,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,62.996723341527925,63.164329528808594,62.90530019963107,63.164329528808594,4229900,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,63.01850994398931,63.07194110429458,62.911647623378755,62.972713470458984,7173200,0.159,0.0,0.0
2015-05-04 00:00:00-04:00,63.02616018522396,63.04905842764026,62.8658666647487,62.88113021850586,1190000,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,62.9116552569585,62.9116552569585,62.69793058980446,62.78189468383789,4175700,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,62.74375289183151,62.74375289183151,62.55292638568414,62.60635757446289,3938900,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,62.66738726827606,62.781884270563445,62.652123718965484,62.736087799072266,3602900,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,62.95746865178824,63.010899827990535,62.85823516486865,62.90403747558594,1735900,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,62.78192243750118,62.835353627909726,62.53003004404819,62.57583236694336,929200,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,62.47657151743296,62.61396677887612,62.40024211075574,62.49946975708008,2139600,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,62.67502889712684,62.713196509970224,62.438406003466156,62.46893310546875,2372000,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,62.55289302812676,62.63685711194113,62.51473124138549,62.591060638427734,1485300,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,62.713184557636325,62.87347801862045,62.69791518598508,62.84294509887695,1402700,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,62.789526949807446,62.789526949807446,62.60632939340367,62.61396408081055,3747700,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,62.43843502525426,62.56819565153917,62.407902085499664,62.47659683227539,4856500,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,62.499495081200635,62.56056096070982,62.42316564359556,62.47659683227539,4097400,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,62.59105042573527,62.71318209992295,62.552882821661925,62.67501449584961,2314100,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,62.6368522644043,62.65975049938888,62.52236108948139,62.6368522644043,816600,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,62.6368784821258,62.82770495161662,62.613980237556774,62.78954315185547,1178300,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,62.80479135495912,62.850587832902626,62.69792902405077,62.82006072998047,2564500,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,62.84297094653513,62.88113274424143,62.781905081931406,62.827701568603516,1073300,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,62.91168615425602,62.94221909649633,62.81245845964745,62.85062026977539,2494300,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,62.86283206847117,62.86283206847117,62.610430936074714,62.64102554321289,1362800,0.166,0.0,0.0
2015-06-02 00:00:00-04:00,62.56457528140168,62.58751979015044,62.41160216419703,62.46514129638672,1510000,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,62.35037942577189,62.358029536354806,62.12092862620619,62.189762115478516,1390000,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,62.273876913350556,62.419199793668206,62.25858253215426,62.342716217041016,1111300,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,62.15915623746839,62.2203454403873,62.02913355775838,62.09797286987305,4115300,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,62.159168772663634,62.21270787718364,62.12858000035912,62.174468994140625,4954500,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,62.1056091347566,62.1056091347566,61.960292090718376,61.99088668823242,2883300,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,61.89146114827788,61.95265035157191,61.822627671064794,61.86086654663086,1222800,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,61.952665363554345,62.15917168055652,61.906776367626094,62.151527404785156,1815900,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,62.08264633777381,62.27385813935768,62.044407478649696,62.1055908203125,1785100,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,62.243326895106065,62.281571628472456,62.09800974603326,62.113304138183594,2082900,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,62.212713672108315,62.273902893066406,62.12858578744755,62.273902893066406,2250700,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,62.243305375415495,62.31214470460942,62.02914894738997,62.296844482421875,865700,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,62.23568598421936,62.28922511263305,62.10565738493411,62.250980377197266,1210300,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,62.37333695850303,62.449820567188276,62.34274234796388,62.426876068115234,1176700,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,62.27394115731141,62.32748029971557,62.11332373009895,62.128623962402344,1020000,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,61.983280181884766,62.128603163472604,61.95268556284907,61.983280181884766,1096000,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,62.067378268413584,62.128567471332495,62.01383917469043,62.09797286987305,6836900,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,62.07506710975068,62.10565589497264,61.98328324810318,62.013877868652344,2894500,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,61.90677425634329,61.937368864360394,61.8379349294736,61.89912414550781,963000,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,62.09799265106266,62.258609983396454,62.013858929079426,62.21271514892578,2168400,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,62.151527404785156,62.31979483695545,62.13622718259239,62.151527404785156,1547800,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,61.977570141172265,62.10018872659469,61.94691403305297,62.00056076049805,5399300,0.163,0.0,0.0
2015-07-02 00:00:00-04:00,62.123179188589205,62.21514751271418,62.123179188589205,62.15383529663086,1060100,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,62.414399095900016,62.414399095900016,62.24579345274044,62.368412017822266,2210700,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,62.606027385417136,62.66733377579707,62.42975616455078,62.42975616455078,4183200,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,62.56770408667286,62.65967244034589,62.50639185089085,62.60602569580078,1967800,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,62.50638328762361,62.52171426799711,62.36843369954125,62.39908981323242,1670900,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,62.092537213542364,62.199836539638135,62.038890474022516,62.10786819458008,2038300,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,61.969915245963286,62.084874209298874,61.95458426575547,61.962249755859375,2846500,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,62.07719421386719,62.13084093794762,62.04653810767061,62.07719421386719,1567700,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,62.08483906711608,62.27643528187334,62.061848456873605,62.25344467163086,2631000,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,62.13082028760104,62.29176040635084,62.11549516312353,62.25344467163086,1063100,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,62.26876625437195,62.32241295757055,62.23044467477918,62.26110076904297,807900,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,62.222821198093044,62.24581182038915,62.13851835163697,62.17683410644531,1026900,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,62.16918283486157,62.330123059660615,62.15385185322949,62.29180145263672,1422900,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,62.32243523294183,62.40673806053586,62.30711010385847,62.31476974487305,1624100,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,62.345417821490955,62.49103284077512,62.299436593107934,62.46037673950195,1178400,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,62.529345626306025,62.54467659974464,62.46037378699181,62.498695373535156,804300,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,62.60601275837472,62.629003380277844,62.54470053526277,62.621337890625,2022800,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,62.54468656124962,62.57534266595627,62.506364968602774,62.51403045654297,1434700,0.0,0.0,0.0
2015-07-29 00:00:00-04:00,62.51402345496663,62.521688942048286,62.41439551111894,62.46037673950195,1020500,0.0,0.0,0.0
2015-07-30 00:00:00-04:00,62.44507124006348,62.521708593808235,62.41441512915451,62.4833869934082,788000,0.0,0.0,0.0
2015-07-31 00:00:00-04:00,62.674969283626446,62.7132908754556,62.62898805107466,62.697959899902344,1589100,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,62.743261468916145,62.85845835154173,62.69718505952866,62.843101501464844,2085800,0.169,0.0,0.0
2015-08-04 00:00:00-04:00,62.789367071428366,62.80472392721221,62.612731004539555,62.62809371948242,1007300,0.0,0.0,0.0
2015-08-05 00:00:00-04:00,62.55129367656968,62.566656391957935,62.44377810548863,62.528255462646484,2097000,0.0,0.0,0.0
2015-08-06 00:00:00-04:00,62.54357404598537,62.62805134353428,62.52821134143736,62.566612243652344,1173000,0.0,0.0,0.0
2015-08-07 00:00:00-04:00,62.66647739530755,62.750954734657654,62.628082333248926,62.69719696044922,1773800,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,62.65108954120125,62.674127738868215,62.52821134143736,62.566612243652344,1173300,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,62.773979385585044,62.8891762651962,62.75094118149415,62.8046989440918,1424200,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,62.912208073924866,62.9966853864417,62.76629750979623,62.781654357910156,1029700,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,62.72023767683824,62.78167680957769,62.628084836887254,62.651123046875,845500,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,62.628093719482415,62.72024657250352,62.59737414875571,62.62809371948242,2279800,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,62.773944639159225,62.8046641806622,62.71251141530672,62.74322509765625,821900,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,62.66648878852154,62.7125710741911,62.60504964706813,62.62809371948242,1083900,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,62.56664999098785,62.87383981657443,62.52824906560506,62.85079574584961,1356600,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,62.87382526895557,62.95062124279367,62.85078120356263,62.904544830322266,1536900,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,62.95062150463494,63.04277432996108,62.87382553047741,63.00437927246094,3459200,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,63.20408886967109,63.30392310604013,62.919937161167674,62.989051818847656,4751800,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,62.912208073924866,62.912208073924866,62.666457490009385,62.781654357910156,5325500,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,62.6203939543278,62.77398590365294,62.47447750105882,62.51287841796875,2742500,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,62.489808888870286,62.68180165887021,62.47444618614385,62.59732437133789,2671000,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,62.73560928744638,62.7740043564855,62.59737414875571,62.62809371948242,2723900,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,62.72789820882951,62.743255057337116,62.535905377125104,62.54358673095703,3103700,0.0,0.0,0.0
2015-09-01 00:00:00-04:00,62.63437582613453,62.74981079378226,62.5958955464965,62.69594192504883,2577700,0.168,0.0,0.0
2015-09-02 00:00:00-04:00,62.63440106566137,62.7190530179638,62.58822940850322,62.64979553222656,1934700,0.0,0.0,0.0
2015-09-03 00:00:00-04:00,62.73441633342051,62.772896613058535,62.642073056315404,62.69594192504883,2503000,0.0,0.0,0.0
2015-09-04 00:00:00-04:00,62.803697123024996,62.8729546001086,62.70365658792602,62.84986877441406,1213800,0.0,0.0,0.0
2015-09-08 00:00:00-04:00,62.73441633342051,62.73441633342051,62.64977028649628,62.69594192504883,1194600,0.0,0.0,0.0
2015-09-09 00:00:00-04:00,62.50359245945031,62.77293697630705,62.48819798918986,62.68058776855469,4265400,0.0,0.0,0.0
2015-09-10 00:00:00-04:00,62.665190121641366,62.665190121641366,62.54975509643555,62.54975509643555,1889000,0.0,0.0,0.0
2015-09-11 00:00:00-04:00,62.711370837805475,62.74215390705626,62.65750193443413,62.68058776855469,1411500,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,62.75750802396313,62.76519938287766,62.67285610577255,62.69594192504883,905900,0.0,0.0,0.0
2015-09-15 00:00:00-04:00,62.63440935010912,62.6421065844098,62.38045345961192,62.434322357177734,1697300,0.0,0.0,0.0
2015-09-16 00:00:00-04:00,62.3881539005576,62.44202280089219,62.33428500022301,62.395851135253906,1579000,0.0,0.0,0.0
2015-09-17 00:00:00-04:00,62.36507925016948,62.74985885620117,62.34968477801654,62.74985885620117,1833200,0.0,0.0,0.0
2015-09-18 00:00:00-04:00,62.81911536166876,62.934550415884914,62.788332289126394,62.92685317993164,1639800,0.0,0.0,0.0
2015-09-21 00:00:00-04:00,62.811376892696565,62.84985130106824,62.64977028649628,62.69594192504883,933800,0.0,0.0,0.0
2015-09-22 00:00:00-04:00,62.79601834211425,62.934539208251145,62.78062974421891,62.8114128112793,1444000,0.0,0.0,0.0
2015-09-23 00:00:00-04:00,62.84219587833969,62.87297307413037,62.757543911741045,62.8114128112793,709000,0.0,0.0,0.0
2015-09-24 00:00:00-04:00,62.98071159024521,62.996106059585514,62.819104889790545,62.83449935913086,1454400,0.0,0.0,0.0
2015-09-25 00:00:00-04:00,62.7960328137155,62.81911865151359,62.719078063964844,62.719078063964844,1134000,0.0,0.0,0.0
